company_nmls_id,license_number,license_class,ofr_status,initial_approval_on,status_effective_on,source_clock,source_dataset,source_record_id,source_observed_on,firm_name,prim_address1,prim_address2,prim_city,prim_county,prim_state,prim_zip,phone,servicer_flag,raw_metadata
391643,MBR462,MBR,Expired,,,monthly_full,FL_OFR_MONTHLY_CH494,FL|MONTHLY|MBR|MBR462,2026-08-28,"APPROVED.COM, LLC","1105 LAKEWOOD PKWY.,#475",,ALPHARETTA,,GA,30009,404-257-8422,,
1897461,MBR3850,MBR,Terminated,,,monthly_full,FL_OFR_MONTHLY_CH494,FL|MONTHLY|MBR|MBR3850,2026-08-28,APPROVED4LOAN.COM LLC,2252 TWELVE OAKS WAY,STE 102 B,WESLEY CHAPEL,PASCO,FL,33544,8133222120,,
2423119,MBR5807,MBR,Approved,,,monthly_full,FL_OFR_MONTHLY_CH494,FL|MONTHLY|MBR|MBR5807,2026-08-28,APT MORTGAGE LOAN LLC,664 TERRACE ST,,COPPELL,DALLAS,TX,75019,9159903099,,
384688,MBR486,MBR,Expired,,,monthly_full,FL_OFR_MONTHLY_CH494,FL|MONTHLY|MBR|MBR486,2026-08-28,AQUARIUS EXPRESS CORP,8005 NW 128 LANE,,PARKLAND,BROWARD,FL,33076,954-609-7919,,
1309076,MBR1722,MBR,Approved,,,monthly_full,FL_OFR_MONTHLY_CH494,FL|MONTHLY|MBR|MBR1722,2026-08-28,"AR1 MORTGAGES, INC",301 E. COMMERCIAL BLVD,,OAKLAND PARK,BROWARD,FL,33334,9549083380,,
75824,MBR575,MBR,Expired,,,monthly_full,FL_OFR_MONTHLY_CH494,FL|MONTHLY|MBR|MBR575,2026-08-28,"ARADER & ASSOCIATES, LLC",1234 SUMMER ST 4TH FL,,STAMFORD,,CT,06905,203-977-2441,,
1458727,MBR2036,MBR,Expired,,,monthly_full,FL_OFR_MONTHLY_CH494,FL|MONTHLY|MBR|MBR2036,2026-08-28,ARAGON MORTGAGE CORP,"250 CATALONIA AVE., STE 304",,MIAMI,DADE,FL,33134,3056650993,,
1458727,MBR2303,MBR,Expired,,,monthly_full,FL_OFR_MONTHLY_CH494,FL|MONTHLY|MBR|MBR2303,2026-08-28,ARAGON MORTGAGE CORP,"250 CATALONIA AVE., STE 304",,MIAMI,DADE,FL,33134,,,
1740426,MBR2991,MBR,Approved,,,monthly_full,FL_OFR_MONTHLY_CH494,FL|MONTHLY|MBR|MBR2991,2026-08-28,ARANDA VENTURE INC,25096 JEFFERSON AVE,A10,MURRIETA,RIVERSIDE,CA,92562,6196695518,,
394223,MBR2159,MBR,Approved,,,monthly_full,FL_OFR_MONTHLY_CH494,FL|MONTHLY|MBR|MBR2159,2026-08-28,"ARBONNE GROUP, INC",2700 N MIAMI AVE,SUITE 906,MIAMI,,FL,33127-4466,9494638200,,
394223,MBR655,MBR,Expired,,,monthly_full,FL_OFR_MONTHLY_CH494,FL|MONTHLY|MBR|MBR655,2026-08-28,"ARBONNE GROUP, INC",2700 N MIAMI AVE,SUITE 906,MIAMI,,FL,33127-4466,702-334-9222,,
2371887,MBR6974,MBR,Approved,,,monthly_full,FL_OFR_MONTHLY_CH494,FL|MONTHLY|MBR|MBR6974,2026-08-28,"ARC MORTGAGE, LLC",4741 OREGON ST,,SAN DIEGO,SAN DIEGO,CA,92116,9258728234,,
1454769,MBR2021,MBR,Approved,,,monthly_full,FL_OFR_MONTHLY_CH494,FL|MONTHLY|MBR|MBR2021,2026-08-28,ARCADIA FINANCIAL GROUP LLC,329 W 14 MILE RD,,CLAWSON,OAKLAND,MI,48017,2486321025,,
1735043,MBR3187,MBR,Approved,,,monthly_full,FL_OFR_MONTHLY_CH494,FL|MONTHLY|MBR|MBR3187,2026-08-28,"ARCH CAPITAL, INC.",4411 SUWANEE DAM RD,SUITE 120,SUWANEE,GWINNETT,GA,30024,6789258662,,
2417390,MBR5794,MBR,Approved,,,monthly_full,FL_OFR_MONTHLY_CH494,FL|MONTHLY|MBR|MBR5794,2026-08-28,ARCH FINANCIAL LLC,16308 TOLEDO BEND CIR,103,PROSPER,LIVE OAK,TX,78075,8135054520,,
334279,MBR978,MBR,Approved,,,monthly_full,FL_OFR_MONTHLY_CH494,FL|MONTHLY|MBR|MBR978,2026-08-28,ARCH MORTGAGE CORPORATION,2560 RCA BLVD,SUITE 114,PALM BEACH GARDENS,,FL,33410,5617752724,,
1928132,MBR3539,MBR,Terminated,,,monthly_full,FL_OFR_MONTHLY_CH494,FL|MONTHLY|MBR|MBR3539,2026-08-28,ARCH MORTGAGE LLC,42949 7 MILE RD.,,NORTHVILLE,WAYNE,MI,48167,7347770113,,
2569363,MBR7409,MBR,Approved,,,monthly_full,FL_OFR_MONTHLY_CH494,FL|MONTHLY|MBR|MBR7409,2026-08-28,ARCHANGEL MORTGAGE LLC,11480 EAST THIRTEEN MILE ROAD,,WARREN,MACOMB,MI,48093,5862029620,,
257872,MBR624,MBR,Expired,,,monthly_full,FL_OFR_MONTHLY_CH494,FL|MONTHLY|MBR|MBR624,2026-08-28,"ARDIS LIMITED, INC.",704 N INGRAHAM AVE,,LAKELAND,POLK,FL,33801,8636834565,,
75386,MBR8679,MBR,Approved,,,monthly_full,FL_OFR_MONTHLY_CH494,FL|MONTHLY|MBR|MBR8679,2026-08-28,"AREA HOME LENDING, L.L.C.",30880 HARPER LAYNE DR,,WALKER,LIVINGSTON,LA,70785,2256632500,,
2079475,MBR4285,MBR,Approved,,,monthly_full,FL_OFR_MONTHLY_CH494,FL|MONTHLY|MBR|MBR4285,2026-08-28,AREA LENDING LLC,111 BUCK RD UNIT 500,SUITE 1,HUNTINGDON VALLEY,MONTGOMERY,PA,19006,2676791963,,
226797,MBR98,MBR,Approved,,,monthly_full,FL_OFR_MONTHLY_CH494,FL|MONTHLY|MBR|MBR98,2026-08-28,AREA MORTGAGE SERVICES LLC,1312 W. BEARSS AVE.,,TAMPA,,FL,33613,8132692512,,
2134603,MBR7428,MBR,Approved,,,monthly_full,FL_OFR_MONTHLY_CH494,FL|MONTHLY|MBR|MBR7428,2026-08-28,"AREH, CHUDI, OSMOND",2531 S SAN JACINTO AVENUE,,SAN JACINTO,RIVERSIDE,CA,92583,(312) 927-2119,,
2416500,MBR7300,MBR,Terminated,,,monthly_full,FL_OFR_MONTHLY_CH494,FL|MONTHLY|MBR|MBR7300,2026-08-28,ARES MORTGAGE LLC,998 N 1200 W,,OREM,UTAH,UT,84057,5599050801,,
2141401,MBR4632,MBR,Approved,,,monthly_full,FL_OFR_MONTHLY_CH494,FL|MONTHLY|MBR|MBR4632,2026-08-28,ARGENT LENDING CORPORATION,12150 SW 128 CT,SUITE 107,MIAMI,,FL,33186,3053892775,,
1933922,MBR3406,MBR,Approved,,,monthly_full,FL_OFR_MONTHLY_CH494,FL|MONTHLY|MBR|MBR3406,2026-08-28,"ARIA MORTGAGE SOLUTIONS, LLC",12851 SW 30TH STREET,,MIRAMAR,BROWARD,FL,33027,3055826168,,
2432735,MBR5997,MBR,Approved,,,monthly_full,FL_OFR_MONTHLY_CH494,FL|MONTHLY|MBR|MBR5997,2026-08-28,ARIGATO CAPITAL LLC,1058 NW 22ND STREET,,MIAMI,,FL,33127,3053433040,,
2668966,MBR7714,MBR,Approved,,,monthly_full,FL_OFR_MONTHLY_CH494,FL|MONTHLY|MBR|MBR7714,2026-08-28,"ARISTIDES VENTURES, LLC",419 SE 2ND ST,UNIT 216,FORT LAUDERDALE,BROWARD,FL,33301,6303646520,,
2489275,MBR6656,MBR,Approved,,,monthly_full,FL_OFR_MONTHLY_CH494,FL|MONTHLY|MBR|MBR6656,2026-08-28,ARITAS MORTGAGE SOLUTIONS INC.,737 MAIN ST,SUITE 100 PMB 30,SAFETY HARBOR,PINELLAS,FL,34695,7272500924,,
2136647,MBR8618,MBR,Approved,,,monthly_full,FL_OFR_MONTHLY_CH494,FL|MONTHLY|MBR|MBR8618,2026-08-28,ARK HOME LOANS INC.,649 W. IMPERIAL HWY.,SUITE B,BREA,ORANGE,CA,92821,9493819230,,
348448,MBR526,MBR,Approved,,,monthly_full,FL_OFR_MONTHLY_CH494,FL|MONTHLY|MBR|MBR526,2026-08-28,ARK INVESTMENTS LLC,11600 BRIDLE LANE,,CAPE CORAL,,FL,33991,2392064872,,
1455412,MBR1942,MBR,Terminated,,,monthly_full,FL_OFR_MONTHLY_CH494,FL|MONTHLY|MBR|MBR1942,2026-08-28,"ARK MORTGAGE SOLUTIONS, LLC",11206 OAKSHORE LANE,,CLERMONT,LAKE,FL,34711,3528740485,,
5722,MBR564,MBR,Approved,,,monthly_full,FL_OFR_MONTHLY_CH494,FL|MONTHLY|MBR|MBR564,2026-08-28,ARLINGTON FINANCIAL CORPORATION,35 EAST GRASSY SPRAIN ROAD,SUITE 300,YONKERS,WESTCHESTER,NY,10710,9147931122,,
1846282,MBR3360,MBR,Terminated,,,monthly_full,FL_OFR_MONTHLY_CH494,FL|MONTHLY|MBR|MBR3360,2026-08-28,"ARMENTUM, LLC",11811 N TATUM BLVD,#3031,PHOENIX,MARICOPA,AZ,85028,8552187355,,
2085431,MBR3973,MBR,Expired,,,monthly_full,FL_OFR_MONTHLY_CH494,FL|MONTHLY|MBR|MBR3973,2026-08-28,ARMOR 3 LLC,1009 N 14TH ST,,LEESBURG,LAKE,FL,34748,3527281234,,
2444347,MBR7074,MBR,Approved,,,monthly_full,FL_OFR_MONTHLY_CH494,FL|MONTHLY|MBR|MBR7074,2026-08-28,ARMSTRONG MORTGAGE LLC,682 SHANNON CT,,NOBLESVILLE,HAMILTON,IN,46062,3173626346,,
2466985,MBR7392,MBR,Approved,,,monthly_full,FL_OFR_MONTHLY_CH494,FL|MONTHLY|MBR|MBR7392,2026-08-28,"ARMSTRONG MORTGAGE, LLC",677 KING ST,3RD FLOOR,CHARLESTON,CHARLESTON,SC,29403,8437187994,,
2131653,MBR4252,MBR,Approved,,,monthly_full,FL_OFR_MONTHLY_CH494,FL|MONTHLY|MBR|MBR4252,2026-08-28,"AROUND THE CLOCK MORTGAGE, LLC",10218 N ABBY DR.,,CITRUS SPRINGS,CITRUS,FL,34434,3524451872,,
2485216,MBR6803,MBR,Expired,,,monthly_full,FL_OFR_MONTHLY_CH494,FL|MONTHLY|MBR|MBR6803,2026-08-28,ARRANT LENDING GROUP LLC,7913 THREE FORKS TRAIL,SUITE 268,MCKINNEY,COLLIN,TX,75071,4692499336,,
1763843,MBR5887,MBR,Approved,,,monthly_full,FL_OFR_MONTHLY_CH494,FL|MONTHLY|MBR|MBR5887,2026-08-28,"ARRIVVA, INC.",840 APOLLO ST,#100,EL SEGUNDO,LOS ANGELES,CA,90245,6509355626,,
2815661,MBR8508,MBR,Approved,,,monthly_full,FL_OFR_MONTHLY_CH494,FL|MONTHLY|MBR|MBR8508,2026-08-28,ASAP MORTGAGE LLC,8372 NW 47TH STREET,,CORAL SPRINGS,BROWARD,FL,33067,9542002184,,
1636105,MBR2354,MBR,Expired,,,monthly_full,FL_OFR_MONTHLY_CH494,FL|MONTHLY|MBR|MBR2354,2026-08-28,ASAPLOANSERVICE.COM,452 OSCEOLA STREET SUITE 101,,ALTAMONTE SPRINGS,SEMINOLE,FL,32701,4075383147,,
501117,MBR2648,MBR,Expired,,,monthly_full,FL_OFR_MONTHLY_CH494,FL|MONTHLY|MBR|MBR2648,2026-08-28,ASARO MORTGAGE LLC,125 BANK STREET SUITE 1,,BURLINGTON,CHITTENDEN,VT,05401,8028630563,,
2121242,MBR4179,MBR,Approved,,,monthly_full,FL_OFR_MONTHLY_CH494,FL|MONTHLY|MBR|MBR4179,2026-08-28,ASC MORTGAGE GROUP LLC,1705 N CONGRESS AVENUE,SUITE C-2,BOYNTON BEACH,PALM BEACH,FL,33426,5612150989,,
75269,MBR5573,MBR,Approved,,,monthly_full,FL_OFR_MONTHLY_CH494,FL|MONTHLY|MBR|MBR5573,2026-08-28,"ASCEND FINANCIAL NETWORK, LLC","250 STATE ST, UNIT F2",,NORTH HAVEN,,CT,06473,2037879892,,
2506419,MBR7192,MBR,Approved,,,monthly_full,FL_OFR_MONTHLY_CH494,FL|MONTHLY|MBR|MBR7192,2026-08-28,"ASCEND LENDING USA, LLC",141 TRACTION STREET,STE 43,GREENVILLE,GREENVILLE,SC,29611,3072002803,,
2362372,MBR5811,MBR,Expired,,,monthly_full,FL_OFR_MONTHLY_CH494,FL|MONTHLY|MBR|MBR5811,2026-08-28,ASCEND MORTGAGE GROUP LLC,200 CHASE PARK SOUTH,STE. 107,HOOVER,JEFFERSON,AL,35244,2253246688,,
2588027,MBR8685,MBR,Approved,,,monthly_full,FL_OFR_MONTHLY_CH494,FL|MONTHLY|MBR|MBR8685,2026-08-28,ASCEND MORTGAGE PROCESSING LLC,682 W PRODUCER DR,,MERIDIAN,ADA,ID,83646,2065505853,,
1391022,MBR2207,MBR,Terminated,,,monthly_full,FL_OFR_MONTHLY_CH494,FL|MONTHLY|MBR|MBR2207,2026-08-28,ASCENDUM SOLUTIONS LLC,10290 ALLIANCE ROAD,,CINCINNATI,HAMILTON,OH,45242,5137925100,,
2822696,MBR8610,MBR,Approved,,,monthly_full,FL_OFR_MONTHLY_CH494,FL|MONTHLY|MBR|MBR8610,2026-08-28,ASCENT MORTGAGE GROUP LLC,38765 MOUND RD.,SUITE 102,STERLING HEIGHTS,MACOMB,MI,48310,2487054409,,
2063167,MBR4235,MBR,Approved,,,monthly_full,FL_OFR_MONTHLY_CH494,FL|MONTHLY|MBR|MBR4235,2026-08-28,ASCENTUS ONE CORPORATION,400 N ASHLEY DRIVE,SUITE  1900,TAMPA,HILLSBOROUGH,FL,33602,9732927517,,
2114425,MBR6221,MBR,Approved,,,monthly_full,FL_OFR_MONTHLY_CH494,FL|MONTHLY|MBR|MBR6221,2026-08-28,ASERTALOANS INC,"3232 MCKINNEY AVENUE, SUITE 50",,DALLAS,DALLAS,TX,75204,2149600998,,
373450,MBR734,MBR,Terminated,,,monthly_full,FL_OFR_MONTHLY_CH494,FL|MONTHLY|MBR|MBR734,2026-08-28,"ASHBEL REALTY ADVISORS, INC.",2665 S. BAYSHORE DRIVE PH-2A,,MIAMI,DADE,FL,33133,305-938-8617,,
2076140,MBR4072,MBR,Approved,,,monthly_full,FL_OFR_MONTHLY_CH494,FL|MONTHLY|MBR|MBR4072,2026-08-28,ASI MORTGAGE LLC,8770 PLEASANT LAKE DR,,BRIGHTON,LIVINGSTON,MI,48116,5174162921,,
326747,MBR471,MBR,Expired,,,monthly_full,FL_OFR_MONTHLY_CH494,FL|MONTHLY|MBR|MBR471,2026-08-28,"ASJ FINANCIAL GROUP, INC.",7850 NW 146 ST,SUITE 408,MIAMI LAKES,,FL,33016,305-820-6835,,
1868120,MBR4241,MBR,Approved,,,monthly_full,FL_OFR_MONTHLY_CH494,FL|MONTHLY|MBR|MBR4241,2026-08-28,ASLAN HOME LENDING CORPORATION,1777 S HARRISON ST,SUITE 1000,DENVER,DENVER,CO,80210,7208971525,,
1710229,MBR2556,MBR,Expired,,,monthly_full,FL_OFR_MONTHLY_CH494,FL|MONTHLY|MBR|MBR2556,2026-08-28,ASN GROUP LLC,3785 NW 82 AVE,SUITE 201,DORAL,,FL,33166,3059689407,,
375866,MBR2151,MBR,Expired,,,monthly_full,FL_OFR_MONTHLY_CH494,FL|MONTHLY|MBR|MBR2151,2026-08-28,"ASPEN MORTGAGE THE PROFESSIONAL GROUP ABBA, YESHUA & COREY",2385 NW EXECUTIVE CENTER DRIVE,,BOCA RATON,PALM BEACH,FL,33431,9704026376,,
1497810,MBR2511,MBR,Approved,,,monthly_full,FL_OFR_MONTHLY_CH494,FL|MONTHLY|MBR|MBR2511,2026-08-28,ASPIRE HOME MORTGAGE INC,"501 ROUTE 73 SOUTH, SUITE 206",,MARLTON,BURLINGTON,NJ,08053,2153136547,,
2617555,MBR7576,MBR,Terminated,,,monthly_full,FL_OFR_MONTHLY_CH494,FL|MONTHLY|MBR|MBR7576,2026-08-28,ASPIRE MORTGAGE ADVISORS LLC,3608 PRESTON RD. STE 200,,PLANO,COLLIN,TX,75093,2145633368,,
2493085,MBR7661,MBR,Approved,,,monthly_full,FL_OFR_MONTHLY_CH494,FL|MONTHLY|MBR|MBR7661,2026-08-28,ASPIRE MORTGAGE GROUP LLC,"405 SH 121 FRONTAGE RD, UNIT A",,LEWISVILLE,DENTON,TX,75067,4058184712,,
237398,MBR1127,MBR,Expired,,,monthly_full,FL_OFR_MONTHLY_CH494,FL|MONTHLY|MBR|MBR1127,2026-08-28,ASPURU MORTGAGE CORP,7235 CORAL WAY,SUITE 213,MIAMI,DADE,FL,33155,(954) -73-0-0922,,
818108,MBR1966,MBR,Terminated,,,monthly_full,FL_OFR_MONTHLY_CH494,FL|MONTHLY|MBR|MBR1966,2026-08-28,"ASSENT MORTGAGE, LLC",1590 S COAST HIGHWAY,SUITE 7,LAGUNA BEACH,ORANGE,CA,92651,9492720047,,
818108,MBR4898,MBR,Terminated,,,monthly_full,FL_OFR_MONTHLY_CH494,FL|MONTHLY|MBR|MBR4898,2026-08-28,"ASSENT MORTGAGE, LLC",1590 S COAST HIGHWAY,SUITE 7,LAGUNA BEACH,ORANGE,CA,92651,(949) 272-0047,,
154429,MBR2862,MBR,Approved,,,monthly_full,FL_OFR_MONTHLY_CH494,FL|MONTHLY|MBR|MBR2862,2026-08-28,ASSET FINANCIAL CENTER INC.,1424 21ST STREET,,SACRAMENTO,SACRAMENTO,CA,95811,8882109838,,
184303,MBR53,MBR,Terminated,,,monthly_full,FL_OFR_MONTHLY_CH494,FL|MONTHLY|MBR|MBR53,2026-08-28,"ASSET MUTUAL MORTGAGE,INC.,AN ILLINOIS CORPORATION",8910 W 192ND ST UNIT N,,MOKENA,WILL,IL,60448,708-532-2500,,
380601,MBR739,MBR,Approved,,,monthly_full,FL_OFR_MONTHLY_CH494,FL|MONTHLY|MBR|MBR739,2026-08-28,"ASSOCIATES HOME LOAN OF FLORIDA , INC",14802 N DALE MABRY HWY,,TAMPA,HILLSBOROUGH,FL,33618,8133142265,,
1042722,MBR1381,MBR,Approved,,,monthly_full,FL_OFR_MONTHLY_CH494,FL|MONTHLY|MBR|MBR1381,2026-08-28,"ASSOCIATES MORTGAGE GROUP, INC.",46 WALKERS RIDGE DRIVE,SAWGRASS COUNTRY CLUB,PONTE VEDRA BEACH,,FL,32082,9044721337,,
70876,MBR409,MBR,Expired,,,monthly_full,FL_OFR_MONTHLY_CH494,FL|MONTHLY|MBR|MBR409,2026-08-28,"ASSURANCE FINANCIAL GROUP, L.L.C.",4884 BLUEBONNET BLVD.,,BATON ROUGE,EAST BATON ROUGE,LA,70809,(225) -44-8-2679,,
1737181,MBR4098,MBR,Approved,,,monthly_full,FL_OFR_MONTHLY_CH494,FL|MONTHLY|MBR|MBR4098,2026-08-28,"ASSURANCE FINANCIAL SERVICES, INC.","100 S MAIN ST, SUITE B",,SUMMERVILLE,DORCHESTER,SC,29483,8439341926,,
345907,MBR690,MBR,Approved,,,monthly_full,FL_OFR_MONTHLY_CH494,FL|MONTHLY|MBR|MBR690,2026-08-28,ASSURANCE HOME LOAN INC.,1829 S HARBOR CITY BLVD,,MELBOURNE,BREVARD,FL,32901,3217525553,,
1912050,MBR3633,MBR,Expired,,,monthly_full,FL_OFR_MONTHLY_CH494,FL|MONTHLY|MBR|MBR3633,2026-08-28,"ASSURANCE IQ, LLC",920 5TH AVENUE,SUITE 3600,SEATTLE,KING,WA,98104,4253893938,,
1879683,MBR3166,MBR,Approved,,,monthly_full,FL_OFR_MONTHLY_CH494,FL|MONTHLY|MBR|MBR3166,2026-08-28,ASSURE HOME FUNDING LLC.,6052 BARLEY PATH,,THE VILLAGES,SUMTER,FL,32163,4074744705,,
127620,MBR5383,MBR,Approved,,,monthly_full,FL_OFR_MONTHLY_CH494,FL|MONTHLY|MBR|MBR5383,2026-08-28,ASSURED CAPITAL FUNDING INC.,14203 RICK DRIVE,,SHELBY TOWNSHIP,MACOMB,MI,48315,5862475100,,
2568684,MBR7209,MBR,Approved,,,monthly_full,FL_OFR_MONTHLY_CH494,FL|MONTHLY|MBR|MBR7209,2026-08-28,ASSURED CAPITAL GROUP LLC,"4651 SALISBURY RD, SUITE 400",,JACKSONVILLE,DUVAL,FL,32256,8005168430,,
184633,MBR5272,MBR,Expired,,,monthly_full,FL_OFR_MONTHLY_CH494,FL|MONTHLY|MBR|MBR5272,2026-08-28,"ASSURED FINANCIAL SERVICES, CORPORATION",136 2ND AVE.,,COLLEGEVILLE,MONTGOMERY,PA,19426,4848082020,,
2487137,MBR6433,MBR,Approved,,,monthly_full,FL_OFR_MONTHLY_CH494,FL|MONTHLY|MBR|MBR6433,2026-08-28,ASSURED HOME LOANS LLC,4700 MILLENIA BLVD,SUITE 175,ORLANDO,ORANGE,FL,32839,3213035651,,
960827,MBR1262,MBR,Expired,,,monthly_full,FL_OFR_MONTHLY_CH494,FL|MONTHLY|MBR|MBR1262,2026-08-28,"ASSURED HOME SOLUTIONS, INC.",6315 S. QUEENSWAY DR.,,TAMPA,HILLSBOROUGH,FL,33617,813-285-3547,,
867147,MBR2024,MBR,Expired,,,monthly_full,FL_OFR_MONTHLY_CH494,FL|MONTHLY|MBR|MBR2024,2026-08-28,ASSURED MORTGAGE LLC,7109 132ND AVE NE,,KIRKLAND,KING,WA,98033,2062613311,,
266364,MBR4278,MBR,Expired,,,monthly_full,FL_OFR_MONTHLY_CH494,FL|MONTHLY|MBR|MBR4278,2026-08-28,ASSURED MORTGAGE SERVICE INC,5377 STATE HIGHWAY N,SUITE 219,COTTLEVILLE,SAINT CHARLES,MO,63304,6366345550,,
868782,MBR8697,MBR,Approved,,,monthly_full,FL_OFR_MONTHLY_CH494,FL|MONTHLY|MBR|MBR8697,2026-08-28,ASSURED MORTGAGE SOLUTIONS LLC,450 BUCHANAN ROAD,,PERKASIE,BUCKS,PA,18944,2152818947,,
1426995,MBR2001,MBR,Expired,,,monthly_full,FL_OFR_MONTHLY_CH494,FL|MONTHLY|MBR|MBR2001,2026-08-28,"ASSURITY MORTGAGE GROUP, LLC",1328 SE 25TH LOOP,STE 103,OCALA,MARION,FL,34471,3524276152,,
1426995,MBR2449,MBR,Expired,,,monthly_full,FL_OFR_MONTHLY_CH494,FL|MONTHLY|MBR|MBR2449,2026-08-28,"ASSURITY MORTGAGE GROUP, LLC",1328 SE 25TH LOOP,STE 103,OCALA,MARION,FL,34471,3524276152,,
1660331,MBR2716,MBR,Terminated,,,monthly_full,FL_OFR_MONTHLY_CH494,FL|MONTHLY|MBR|MBR2716,2026-08-28,ASTAR HOME CAPITAL INC,48 BAKERTOWN RD.,SUITE 204,MONROE,ORANGE,NY,10950,8456627379,,
2121613,MBR5994,MBR,Approved,,,monthly_full,FL_OFR_MONTHLY_CH494,FL|MONTHLY|MBR|MBR5994,2026-08-28,"ASTIN FINANCIAL, LLC",3420 E. SHEA BLVD.,STE. 164,PHOENIX,MARICOPA,AZ,85028,4809932397,,
2662502,MBR7734,MBR,Approved,,,monthly_full,FL_OFR_MONTHLY_CH494,FL|MONTHLY|MBR|MBR7734,2026-08-28,ASTRA PRIME MORTGAGE LLC,1481 SW 145TH AVE,,MIAMI,,FL,33184,7868830045,,
898337,MBR1190,MBR,Expired,,,monthly_full,FL_OFR_MONTHLY_CH494,FL|MONTHLY|MBR|MBR1190,2026-08-28,"ASURION FINANCIAL, INC.",701 PROMENADE DRIVE,SUITE 202,PEMBROKE PINES,BROWARD,FL,33332,305-495-9676,,
2633994,MBR7967,MBR,Terminated,,,monthly_full,FL_OFR_MONTHLY_CH494,FL|MONTHLY|MBR|MBR7967,2026-08-28,"AT HOME LENDING, LLC",3673 OLD PLANK RD,,MILFORD,OAKLAND,MI,48381,6193185106,,
2793217,MBR8419,MBR,Approved,,,monthly_full,FL_OFR_MONTHLY_CH494,FL|MONTHLY|MBR|MBR8419,2026-08-28,"ATHENS CLASSIC MORTGAGE, LLC",1741 HOG MOUNTAIN ROAD,"BUILDING 200, STE 3",WATKINSVILLE,OCONEE,GA,30677,7067055944,,
2284122,MBR4985,MBR,Approved,,,monthly_full,FL_OFR_MONTHLY_CH494,FL|MONTHLY|MBR|MBR4985,2026-08-28,ATHLOS MORTGAGE SOLUTIONS LLC,2040 JEWELL AVE,#1,WINTER PARK,ORANGE,FL,32789,7863974093,,
1463673,MBR1960,MBR,Approved,,,monthly_full,FL_OFR_MONTHLY_CH494,FL|MONTHLY|MBR|MBR1960,2026-08-28,"ATHUS MORTGAGE SERVICES, LLC.",11764 W SAMPLE ROAD,SUITE 103,CORAL SPRINGS,,FL,33065,9545090550,,
164717,MBR6505,MBR,Approved,,,monthly_full,FL_OFR_MONTHLY_CH494,FL|MONTHLY|MBR|MBR6505,2026-08-28,ATLANTA MORTGAGE & FINANCIAL GROUP INC.,1685 E PARK PLACE BLVD,,STONE MOUNTAIN,DEKALB,GA,30087,6789240835,,
1863962,MBR4825,MBR,Approved,,,monthly_full,FL_OFR_MONTHLY_CH494,FL|MONTHLY|MBR|MBR4825,2026-08-28,ATLANTA MORTGAGE ADVISORS LLC,401 MACY DR,SUITE B,ROSWELL,FULTON,GA,30076,4043750779,,
2413563,MBR5676,MBR,Approved,,,monthly_full,FL_OFR_MONTHLY_CH494,FL|MONTHLY|MBR|MBR5676,2026-08-28,"ATLANTIC AVENUE MORTGAGE, LLC",8 SOUTH J STREET,,LAKE WORTH BEACH,,FL,33460,5614505353,,
2451911,MBR6067,MBR,Terminated,,,monthly_full,FL_OFR_MONTHLY_CH494,FL|MONTHLY|MBR|MBR6067,2026-08-28,"ATLANTIC CAPITAL FUNDING, LLC",4040 S. EASTERN AVENUE,SUITE 135,LAS VEGAS,CLARK,NV,89119,4436316868,,
643114,MBR2951,MBR,Terminated,,,monthly_full,FL_OFR_MONTHLY_CH494,FL|MONTHLY|MBR|MBR2951,2026-08-28,"ATLANTIC COAST MORTGAGE, LLC",4097 MONUMENT CORNER DRIVE,STE: 600,FAIRFAX,FAIRFAX CITY,VA,22030,,,
1543404,MBR5970,MBR,Terminated,,,monthly_full,FL_OFR_MONTHLY_CH494,FL|MONTHLY|MBR|MBR5970,2026-08-28,"ATLANTIC FINANCE GROUP, LLC",16699 COLLINS AVE,#4103,SUNNY ISLES BEACH,,FL,33160,2152758699,,
144314,MBR1525,MBR,Expired,,,monthly_full,FL_OFR_MONTHLY_CH494,FL|MONTHLY|MBR|MBR1525,2026-08-28,"ATLANTIC HOME CAPITAL, CORP.",4175 VETERANS MEMORIAL HIGHWAY,SUITE 310,RONKONKOMA,,NY,11779,6316873510,,
1711271,MBR2677,MBR,Expired,,,monthly_full,FL_OFR_MONTHLY_CH494,FL|MONTHLY|MBR|MBR2677,2026-08-28,ATLANTIC HOME MORTGAGE LLC,12600 DEERFIELD PARKWAY,SUITE 100,ALPHARETTA,FULTON,GA,30004,6786434242,,
1844873,MBR3668,MBR,Terminated,,,monthly_full,FL_OFR_MONTHLY_CH494,FL|MONTHLY|MBR|MBR3668,2026-08-28,ATLANTIC HOME MORTGAGE LLC,12600 DEERFIELD PKWY,SUITE 100,ALPHARETTA,FULTON,GA,30004,6784510613,,
1844873,MBR7354,MBR,Approved,,,monthly_full,FL_OFR_MONTHLY_CH494,FL|MONTHLY|MBR|MBR7354,2026-08-28,ATLANTIC HOME MORTGAGE LLC,12600 DEERFIELD PKWY,SUITE 100,ALPHARETTA,FULTON,GA,30004,(678) 695-6746,,
88406,MBR4573,MBR,Approved,,,monthly_full,FL_OFR_MONTHLY_CH494,FL|MONTHLY|MBR|MBR4573,2026-08-28,ATLANTIC LENDING COMPANY LLC,15641 MISTYBROOK DR,STE. 290,BATON RUGE,EAST BATON ROUGE,LA,70816,2252815626,,
